11111	8.69012	
11112	11.9538	
11113	7.97008	
11114	8.95946	
11121	4.57912	
11122	9.72104	
11123	3.91291	
11124	5.15226	
11131	8.95606	
11234	1.48006	
11241	1.73549	
11242	1.28342	
11243	4.69641	
11244	3.78941	
11311	0.0277798	
11312	0.363331	
11313	1.66008	
11321	0.472474	
11323	1.37067	
11324	0.0690329	
11334	0.571735	
11341	0.323721	
11342	0.936351	
12121	11.015	
12122	12.4354	
12123	9.66935	
12124	14.0998	
12131	12.5601	
12132	12.5737	
12133	9.50169	
12134	14.8492	
12221	4.6145	
12222	2.72515	
12223	12.5157	
12224	8.38715	
12231	4.28826	
12232	3.80086	
12233	11.6154	
12234	3.37072	
12321	0.12336	
12322	0.00965567	
12323	4.11402	
12324	0.0832238	
12331	4.36845	
12332	0.696134	
12333	0.973148	
13121	13.9278	
13122	7.1869	
13123	10.7251	
13124	10.808	
13131	12.4225	
13132	8.02322	
13133	9.52383	
13134	9.72322	
13221	4.49073	
13222	6.02333	
13223	13.4169	
14222	8.78773	
14223	14.6289	
14224	10.6065	
14231	5.97748	
14232	7.78562	
14233	14.8346	
14234	9.4193	
14321	1.05737	
14322	3.29992	
14323	7.03856	
14324	1.8156	
14331	0.915287	
14332	1.27375	
14333	8.49282	
14334	4.5851	
14422	0.0212277	
15221	6.8711	
15222	8.34444	
15223	13.2506	
15224	6.85572	
15231	6.52692	
15332	2.56466	
15333	9.43263	
15334	1.84774	
15424	0.235863	
15434	1.8628	
16221	1.08157	
16222	4.76666	
16223	7.71072	
16224	2.29242	
16231	3.09438	
16232	1.12212	
16324	2.93567	
16331	6.02073	
21143	10.4337	
21144	12.2054	
21211	9.31206	
21212	8.09742	
21213	8.30207	
21214	5.79135	
21241	8.988	
21242	4.59849	
21243	8.22135	
21244	9.76834	
21311	0.222278	
21312	2.01209	
21313	1.10945	
21314	0.791387	
21341	1.42223	
22132	13.2223	
22133	12.4994	
22134	13.9108	
22141	13.0889	
22142	13.5278	
22143	11.3828	
22144	12.4907	
22211	5.33321	
22212	10.2958	
22213	4.18173	
22214	3.18567	
22221	2.20206	
23131	14.8934	
23132	15.125	
23133	11.5475	
23134	15.769	
23221	6.09253	
23222	11.8822	
23223	15.8305	
23224	5.47284	
23231	7.8546	
23232	8.77189	
23233	13.5806	
23234	10.8006	
23321	0.230292	
23322	0.117391	
23323	11.374	
23324	0.56261	
23331	0.902824	
23332	1.69333	
24223	15.5671	
24224	11.4866	
24231	10.7986	
24232	10.2621	
24233	14.1587	
24234	8.32588	
24321	7.54577	
24322	0.953927	
24323	2.74679	
24324	1.82921	
24331	0.943795	
24332	0.22693	
24334	6.54493	
25221	11.4449	
25222	10.5812	
25223	14.2118	
25224	11.3657	
25231	10.3394	
25232	11.3372	
25233	14.7815	
25234	12.8128	
25321	5.39919	
25322	3.65342	
25323	4.46354	
25324	7.83798	
25331	1.78149	
25332	2.44525	
25333	9.86512	
25334	4.86438	
26221	7.48577	
26222	9.40359	
26223	13.9756	
26224	10.9327	
26231	7.36622	
31112	14.1497	
31113	12.8115	
31114	14.5112	
31141	14.0787	
31142	13.705	
31143	12.9449	
31144	13.7453	
31211	11.6419	
31212	9.61158	
31213	11.8583	
31214	12.6425	
31241	11.5194	
31242	9.6003	
31243	13.1624	
31342	3.94915	
31343	3.31911	
31344	1.90987	
32111	14.0454	
32112	13.2991	
32113	12.3427	
32114	13.5804	
32141	14.1758	
32142	12.9066	
32143	10.8147	
32144	13.5291	
32211	11.5965	
32212	7.66784	
32213	10.9974	
32214	9.86975	
32241	9.85851	
32242	8.92042	
33124	13.9172	
33131	13.4684	
33132	13.3236	
33133	10.7492	
33134	14.4914	
33141	13.668	
33142	13.8981	
33143	12.0351	
33144	13.0457	
33211	7.02292	
33212	11.6381	
34123	13.4967	
34124	13.6993	
34131	14.071	
34132	13.6279	
34133	10.7827	
34134	13.1402	
34221	8.77634	
34222	10.5699	
34223	13.5812	
34334	3.75377	
35121	15.0026	
35122	14.0424	
35123	13.5465	
35124	15.4342	
35131	14.8541	
35233	14.8266	
35234	10.7586	
35321	2.15292	
35322	2.01632	
35323	11.7977	
35324	3.21386	
35331	5.09834	
36133	3.57935	
36134	1.50277	
36221	11.6771	
36222	8.65527	
36223	10.5786	
36224	13.1326	
36334	3.82193	
36423	0.365355	
41112	5.39781	
41113	0.943756	
41114	4.99638	
41141	6.67398	
41311	3.92626	
41312	1.47583	
41313	11.8892	
41314	3.9784	
41341	5.46189	
41342	2.55572	
41343	10.9684	
42142	14.7545	
42143	14.0105	
42144	15.2671	
42211	11.1236	
42212	9.93764	
42213	14.6488	
42214	11.8011	
42241	12.5924	
42242	11.3463	
42314	2.7652	
42341	0.050127	
42342	3.91903	
43144	15.4059	
43211	9.76253	
43212	8.60025	
43213	13.9719	
43214	7.98764	
43241	10.718	
43242	9.61044	
43243	13.5259	
43244	11.3922	
43311	0.162994	
43312	0.632446	
43313	6.79612	
43314	4.51557	
43341	1.58529	
44132	14.0456	
44133	11.7896	
44134	12.3464	
44141	12.1867	
44142	16.66	
44223	13.5201	
44224	6.4748	
44231	4.02947	
44232	2.25887	
44233	13.8284	
44234	6.65524	
44241	6.07458	
44322	0.623349	
44323	1.00372	
44324	1.82351	
44331	0.0553013	
44333	4.93327	
45124	15.9792	
45131	12.5859	
45132	14.4062	
45133	13.9681	
45134	13.0217	
45221	10.8333	
45222	10.0249	
45332	0.630639	
45333	9.47947	
45334	0.448119	
46121	13.4809	
46122	14.5895	
46123	12.8888	
46222	11.4161	
46223	12.4754	
46224	12.2807	
46231	9.91359	
46232	9.37969	
46233	13.4448	
46234	10.8017	
46331	0.419653	
46332	0.650141	
46333	5.64514	
46334	1.85299	
51211	8.11333	
51212	8.03967	
51213	14.5954	
51242	9.48498	
51243	14.3042	
51244	7.67174	
51311	3.91454	
51443	1.90734	
52112	6.6167	
52113	1.92485	
52114	1.28721	
52141	2.206	
52142	1.76524	
52143	3.60334	
52144	8.22662	
52211	12.0884	
52212	11.6898	
52213	13.8773	
52214	11.1861	
52241	11.1778	
52341	5.30343	
52342	6.88772	
